loan_amount,sanction_amount,net_disbursement,processing_fee,gst,income,bank_balance_at_application,employment_status,marital_status,zipcode,residence_type,age,loan_purpose,installment_start_dt,disbursal_date,principal_outstanding,default,diff,pct,valid_loan,valid_gst,valid_net_disbursement,valid_principal_outstanding,valid_bank_balance
192877,210163,52187,4053.51,557.04,15401,75280,Salaried,Single,55347,Rented,55,Home,2044-10-21,2044-09-20,90732,0,-1.29,0.67,False,False,False,True,True
281466,363529,46113,965.28,882.55,83444,11902,Self-employed,Single,72959,Parental,29,Business,2044-10-22,2044-09-21,127575,0,1.64,0.02,False,True,False,False,True
60494,169587,121113,4983.45,336.24,145280,14246,Self-employed,Single,13889,Parental,50,Car,2044-10-23,2044-09-22,170426,0,-1.48,0.93,True,True,True,False,False
483100,413237,296800,3249.49,512.74,20733,64354,Salaried,Married,95944,Owned,63,Business,2044-10-24,2044-09-23,6316,0,-0.29,0.67,True,False,True,True,True
345780,212706,375317,4050.9,424.03,122752,52915,Unemployed,Married,69585,Parental,50,Education,2044-10-25,2044-09-24,242658,0,-0.4,0.08,False,True,True,False,True
117471,142262,47656,3169.59,146.84,39067,13708,Unemployed,Married,43427,Rented,46,Home,2044-10-26,2044-09-25,73232,0,-1.05,1.0,True,False,False,False,False
249833,69464,387271,2418.25,244.58,57222,2913,Self-employed,Single,22736,Owned,38,Education,2044-10-27,2044-09-26,222099,0,0.19,0.32,False,True,False,False,False
64304,399309,43729,4063.2,772.12,104982,22839,Unemployed,Married,56212,Parental,40,Business,2044-10-28,2044-09-27,245317,0,-0.96,0.59,True,False,True,False,True
278645,481092,209535,4564.94,114.78,113802,62790,Self-employed,Divorced,63402,Rented,45,Education,2044-10-29,2044-09-28,18071,1,-0.94,0.4,False,True,False,True,True
287293,376939,340030,3394.92,803.55,137437,34442,Self-employed,Single,97388,Parental,34,Education,2044-10-30,2044-09-29,386542,0,0.76,0.61,False,False,True,False,True
421356,302602,245430,1271.37,752.34,75526,78740,Salaried,Single,48382,Parental,50,Home,2044-10-31,2044-09-30,383325,1,-0.21,0.32,True,True,True,False,False
399220,94330,183866,4606.89,470.0,63969,80945,Self-employed,Single,26318,Owned,43,Car,2044-11-01,2044-10-01,117193,0,1.09,0.9,True,True,True,False,True
102583,83968,383889,3157.42,190.85,142729,36604,Salaried,Single,11485,Owned,48,Business,2044-11-02,2044-10-02,207609,0,-0.98,0.05,True,True,False,True,False
185334,156007,98432,1212.58,484.98,146771,48503,Self-employed,Divorced,15835,Parental,58,Home,2044-11-03,2044-10-03,39899,0,-0.32,0.56,True,False,True,False,True
216844,263475,236927,655.64,871.84,122215,79868,Unemployed,Divorced,37049,Owned,60,Business,2044-11-04,2044-10-04,208606,0,0.66,0.45,False,False,False,True,True
296687,372660,181194,3708.14,445.78,143084,44899,Self-employed,Single,96427,Rented,33,Car,2044-11-05,2044-10-05,395971,0,2.92,0.92,False,False,True,False,True
91273,362154,392532,1759.23,376.21,52386,8678,Unemployed,Single,15615,Owned,53,Home,2044-11-06,2044-10-06,84328,0,2.62,0.66,False,True,True,False,False
106335,244491,161697,1514.72,526.45,140382,77272,Salaried,Married,93769,Parental,60,Car,2044-11-07,2044-10-07,263308,0,-0.01,0.98,True,False,False,True,False
275290,160434,286188,4653.33,416.92,31388,23378,Unemployed,Married,46656,Owned,22,Education,2044-11-08,2044-10-08,29584,1,-0.39,0.55,False,False,True,True,False
157910,342919,73377,1818.37,619.85,58579,22126,Unemployed,Single,87103,Owned,61,Business,2044-11-09,2044-10-09,369831,0,1.77,0.31,True,False,True,False,True
359022,65958,299606,4157.42,292.41,53286,62587,Unemployed,Single,30647,Owned,46,Home,2044-11-10,2044-10-10,341509,0,-0.12,0.45,True,True,True,False,True
494294,461150,345354,4830.48,460.75,135913,82658,Unemployed,Married,11873,Owned,37,Car,2044-11-11,2044-10-11,279307,0,-0.05,0.72,True,True,False,False,False
103577,145905,43699,1073.73,685.96,132641,46532,Unemployed,Married,40255,Rented,36,Home,2044-11-12,2044-10-12,44806,0,0.08,0.48,False,False,True,True,True
141236,338944,109588,4394.83,137.63,149806,28969,Self-employed,Married,29957,Rented,60,Car,2044-11-13,2044-10-13,77755,1,-0.2,0.38,True,False,True,True,False
233560,87777,452153,3071.21,750.76,72218,98148,Unemployed,Married,10682,Parental,31,Car,2044-11-14,2044-10-14,231796,0,0.47,0.85,True,True,True,True,False
51107,401536,443776,2639.01,518.5,139618,43075,Self-employed,Divorced,28142,Parental,50,Business,2044-11-15,2044-10-15,203900,0,0.1,0.98,True,True,False,True,True
326972,256082,154346,4296.51,341.26,61287,29385,Self-employed,Divorced,25227,Owned,25,Car,2044-11-16,2044-10-16,302233,1,0.87,0.19,True,True,True,True,True
428024,356132,449792,1214.86,671.03,75849,18745,Salaried,Divorced,32565,Parental,31,Education,2044-11-17,2044-10-17,43927,0,0.11,0.55,False,False,False,True,True
87913,393465,60987,1570.94,370.12,136159,7038,Unemployed,Married,29294,Owned,45,Business,2044-11-18,2044-10-18,392003,0,2.25,0.93,False,False,False,False,True
259046,469284,474647,4217.39,542.97,10640,57166,Salaried,Single,62412,Parental,62,Education,2044-11-19,2044-10-19,381837,0,-0.66,0.3,True,False,True,True,False
423257,472856,345097,4580.33,800.74,80466,56962,Salaried,Divorced,24159,Rented,63,Car,2044-11-20,2044-10-20,160119,0,0.27,0.14,True,False,False,False,True
497161,95888,275898,1779.58,714.42,134534,1863,Salaried,Married,39097,Rented,28,Education,2044-11-21,2044-10-21,106444,0,0.61,0.82,False,False,True,False,True
369131,244575,204661,2427.33,186.1,105720,5555,Unemployed,Divorced,88753,Parental,26,Business,2044-11-22,2044-10-22,223879,0,0.95,0.38,False,True,True,True,True
141061,254504,215441,693.63,560.6,63582,60677,Self-employed,Divorced,27556,Owned,49,Education,2044-11-23,2044-10-23,231210,0,-2.95,0.25,False,True,True,True,True
77410,478615,184360,3312.35,617.45,97171,60295,Self-employed,Single,90937,Parental,41,Business,2044-11-24,2044-10-24,372438,0,0.36,0.74,True,False,False,False,True
398794,78603,370811,4136.21,707.04,60940,52350,Salaried,Married,66943,Rented,40,Education,2044-11-25,2044-10-25,77730,0,-2.2,0.41,False,False,True,False,False
232332,247503,280863,2752.68,309.97,103923,37132,Unemployed,Married,65920,Owned,34,Education,2044-11-26,2044-10-26,16437,0,1.23,0.61,True,True,False,False,True
398684,415490,119923,983.6,642.72,144338,37363,Salaried,Single,73563,Owned,38,Car,2044-11-27,2044-10-27,32432,0,-0.28,0.31,True,True,False,True,False
132689,225634,359467,1440.59,375.36,10839,81833,Salaried,Married,73750,Parental,52,Home,2044-11-28,2044-10-28,231563,0,0.77,0.78,False,True,True,True,False
349910,490894,366947,2513.5,419.09,88104,71365,Self-employed,Married,48959,Rented,42,Car,2044-11-29,2044-10-29,308813,1,-1.74,0.78,True,False,True,True,True
441031,146792,340711,4979.8,770.32,142310,74961,Salaried,Single,81534,Parental,51,Business,2044-11-30,2044-10-30,387692,0,0.47,0.29,True,False,True,True,False
166490,401272,243701,2744.11,714.84,104738,12661,Unemployed,Divorced,90491,Rented,42,Home,2044-12-01,2044-10-31,80607,0,0.63,0.72,True,False,False,False,True
185013,133602,91021,4854.83,852.93,120245,30683,Self-employed,Divorced,96013,Rented,42,Education,2044-12-02,2044-11-01,44675,0,-0.57,0.28,False,False,False,False,True
398431,493455,354357,2672.82,641.35,78791,82918,Unemployed,Divorced,96077,Parental,48,Education,2044-12-03,2044-11-02,254318,0,-0.68,0.1,False,False,True,False,True
383837,343256,345384,3392.01,605.8,69577,1592,Self-employed,Married,45987,Parental,59,Home,2044-12-04,2044-11-03,238168,1,-0.3,0.37,True,True,False,False,False
311526,59521,90618,1093.22,275.01,25991,64696,Self-employed,Single,39513,Owned,40,Business,2044-12-05,2044-11-04,350716,1,-0.32,0.74,True,True,True,False,False
126877,443190,431789,2996.95,154.61,85304,29843,Unemployed,Single,73887,Parental,37,Home,2044-12-06,2044-11-05,58487,0,0.42,0.6,True,False,True,False,True
322572,287343,178732,3107.94,176.82,111304,10807,Self-employed,Single,80269,Rented,52,Education,2044-12-07,2044-11-06,279444,1,1.45,0.64,True,False,True,True,True
246668,404286,169777,2669.34,149.3,108203,85949,Self-employed,Married,73430,Owned,59,Home,2044-12-08,2044-11-07,73628,0,0.97,0.82,True,True,True,True,True
338769,212039,74345,1504.72,892.87,66194,78169,Self-employed,Divorced,62398,Parental,41,Home,2044-12-09,2044-11-08,300266,0,-2.25,0.82,False,True,False,True,False
65354,270167,207030,1775.61,339.96,79338,38418,Salaried,Single,27295,Rented,30,Car,2044-12-10,2044-11-09,261414,0,2.09,0.39,True,False,False,False,False
145864,228640,246300,1110.33,572.4,108962,26418,Unemployed,Married,50591,Parental,33,Home,2044-12-11,2044-11-10,392249,1,0.43,0.86,False,True,True,True,True
137183,230002,209505,2406.08,720.99,22593,14131,Salaried,Divorced,98384,Parental,21,Car,2044-12-12,2044-11-11,90167,0,0.89,0.52,True,False,True,True,False
266261,407679,291519,2801.1,785.2,92612,47917,Self-employed,Single,30827,Owned,29,Education,2044-12-13,2044-11-12,139798,0,-0.54,0.85,False,False,False,False,True
434179,348721,245074,1229.81,734.78,48809,56594,Salaried,Single,89294,Parental,23,Car,2044-12-14,2044-11-13,46424,0,1.0,0.58,True,True,True,False,False
337165,164958,357622,1693.28,869.6,95447,41937,Self-employed,Divorced,93310,Parental,29,Business,2044-12-15,2044-11-14,149209,1,1.05,0.86,True,True,False,False,True
133222,83736,311636,3301.88,789.18,60613,66736,Self-employed,Divorced,55458,Rented,56,Education,2044-12-16,2044-11-15,248505,0,0.98,0.78,True,True,False,False,False
155156,347832,362670,2836.72,459.73,83327,1975,Unemployed,Single,86407,Parental,34,Car,2044-12-17,2044-11-16,230106,0,-1.1,0.31,True,False,False,True,False
272488,86931,290124,627.92,763.42,98615,9722,Unemployed,Married,50898,Rented,21,Education,2044-12-18,2044-11-17,313516,0,0.73,0.22,False,False,False,True,True
475139,323844,236188,913.46,523.38,144925,44045,Self-employed,Single,17392,Parental,34,Home,2044-12-19,2044-11-18,84241,0,0.29,0.8,True,False,False,True,False
234709,233020,145831,4268.07,483.7,32749,58062,Salaried,Married,34254,Rented,63,Car,2044-12-20,2044-11-19,96391,1,0.7,0.03,False,True,True,False,False
390764,59916,146842,1437.24,615.66,116806,96850,Unemployed,Single,73776,Owned,61,Car,2044-12-21,2044-11-20,73087,0,1.48,0.65,True,False,False,True,False
64614,321468,447692,2890.26,587.7,11595,38715,Self-employed,Divorced,31121,Rented,64,Business,2044-12-22,2044-11-21,192782,0,-2.18,0.35,True,False,False,True,False
439568,301832,415118,776.03,382.47,10485,48347,Self-employed,Divorced,85038,Rented,50,Education,2044-12-23,2044-11-22,259258,0,-0.44,0.49,True,False,True,True,True
441666,338221,180357,4765.94,243.53,66241,79357,Self-employed,Married,99077,Rented,29,Business,2044-12-24,2044-11-23,217427,0,0.67,0.65,False,True,True,True,True
99058,222900,224029,1902.2,102.06,57544,18962,Salaried,Divorced,62903,Owned,43,Car,2044-12-25,2044-11-24,194370,0,-0.3,0.69,False,False,True,False,True
137406,185623,447372,4504.92,869.34,101217,29163,Unemployed,Divorced,67199,Rented,47,Business,2044-12-26,2044-11-25,137837,0,-1.54,0.65,True,True,True,False,False
319264,114968,360062,756.56,828.15,123091,45481,Self-employed,Single,13674,Rented,23,Business,2044-12-27,2044-11-26,199671,0,-1.3,0.78,True,False,True,True,False
449316,75971,389134,1202.12,565.62,45855,85835,Salaried,Divorced,55760,Owned,36,Business,2044-12-28,2044-11-27,301885,0,-0.03,0.86,False,True,True,False,False
252903,486649,465579,3334.19,474.16,67601,44875,Salaried,Single,96185,Parental,60,Business,2044-12-29,2044-11-28,236449,0,-0.29,0.34,False,True,True,True,False
105989,128110,137228,1299.89,269.66,35067,34699,Salaried,Single,77579,Parental,21,Business,2044-12-30,2044-11-29,376436,0,-0.03,0.31,False,True,True,False,True
61991,292015,262273,1916.02,758.59,95997,18895,Salaried,Married,34009,Owned,42,Home,2044-12-31,2044-11-30,348565,0,0.0,0.32,True,False,True,True,False
333273,131896,364409,4205.34,867.0,51580,87203,Salaried,Married,83513,Rented,47,Home,2045-01-01,2044-12-01,128698,0,0.4,0.52,True,False,False,True,False
150833,225373,266038,2669.71,884.11,35312,25726,Salaried,Divorced,89595,Rented,36,Home,2045-01-02,2044-12-02,22828,0,-1.53,0.13,True,False,True,True,True
244669,149101,204101,4815.72,776.14,29170,27694,Self-employed,Married,21135,Owned,23,Education,2045-01-03,2044-12-03,308172,0,0.36,0.9,True,False,False,False,False
305820,318822,314741,2547.87,841.87,63743,70874,Salaried,Married,25141,Rented,37,Car,2045-01-04,2044-12-04,241673,0,0.12,0.92,False,True,True,False,False
162762,98653,272406,2982.3,441.46,63931,20642,Self-employed,Married,78681,Owned,27,Car,2045-01-05,2044-12-05,120033,0,0.82,0.0,False,True,False,True,True
335091,377949,84637,2494.56,874.1,69587,90063,Salaried,Married,82868,Owned,33,Car,2045-01-06,2044-12-06,391171,0,-0.97,0.39,False,False,False,False,True
107913,387933,281479,4761.19,205.28,80306,11521,Self-employed,Divorced,16735,Rented,31,Business,2045-01-07,2044-12-07,93990,0,0.75,0.94,False,True,False,False,False
351111,179667,275484,4323.14,684.11,121176,52695,Unemployed,Single,43138,Rented,23,Business,2045-01-08,2044-12-08,366538,0,-1.37,0.4,False,True,True,False,True
268762,68442,432069,2008.38,850.38,95809,35300,Unemployed,Married,82110,Owned,60,Education,2045-01-09,2044-12-09,71409,0,-0.82,0.41,True,True,False,True,True
408228,380473,185228,4920.33,522.92,99370,8934,Self-employed,Single,76604,Parental,61,Car,2045-01-10,2044-12-10,319650,0,-0.89,0.21,False,True,True,False,False
498374,88440,176915,4604.48,744.37,21240,38501,Salaried,Divorced,23676,Rented,33,Car,2045-01-11,2044-12-11,104123,0,2.06,0.01,True,False,False,True,True
236753,177862,381985,1414.77,517.83,145045,8053,Unemployed,Single,80527,Rented,30,Car,2045-01-12,2044-12-12,285782,0,-0.44,0.91,True,True,False,False,False
273820,140195,135489,3964.04,359.42,16450,27325,Salaried,Divorced,19620,Owned,35,Business,2045-01-13,2044-12-13,86244,0,-0.29,0.06,True,False,True,False,False
232452,415779,361943,4227.67,303.9,133161,48655,Self-employed,Married,70999,Parental,47,Home,2045-01-14,2044-12-14,258148,0,-0.43,0.82,False,False,True,False,True
82894,217014,440288,1626.83,782.55,113188,26878,Self-employed,Single,27650,Owned,26,Car,2045-01-15,2044-12-15,254714,0,-0.87,0.4,False,False,False,False,False
391606,497660,119404,1277.31,500.26,53678,83424,Unemployed,Married,90874,Rented,37,Car,2045-01-16,2044-12-16,321552,0,-0.12,0.19,False,True,True,True,True
222274,164416,138980,2765.73,604.95,71970,77705,Self-employed,Divorced,58836,Rented,62,Car,2045-01-17,2044-12-17,384794,0,-0.03,0.92,True,False,True,False,True
65744,395705,289403,589.95,553.38,51066,33480,Unemployed,Divorced,81116,Parental,58,Education,2045-01-18,2044-12-18,58001,1,-0.51,0.85,True,False,True,False,True
56715,488734,233361,636.86,387.48,141044,20727,Self-employed,Married,77824,Owned,62,Home,2045-01-19,2044-12-19,19259,0,-1.08,0.55,True,True,True,False,False
479993,82835,252251,2822.78,404.79,147709,94647,Self-employed,Single,68957,Owned,54,Business,2045-01-20,2044-12-20,234996,0,0.68,0.74,False,False,True,True,False
429781,321357,311818,601.59,444.3,110333,45292,Salaried,Married,29737,Parental,32,Education,2045-01-21,2044-12-21,32919,0,0.01,0.51,True,False,True,True,True
312039,232760,384099,589.52,473.81,38356,73200,Unemployed,Single,46383,Parental,55,Education,2045-01-22,2044-12-22,393040,0,-0.24,0.38,True,False,True,False,False
204735,200802,295930,845.67,233.94,27124,5729,Salaried,Married,26779,Owned,58,Home,2045-01-23,2044-12-23,159849,0,0.37,0.21,True,True,False,True,True
129700,130495,336920,1106.46,146.46,40248,56330,Unemployed,Single,14757,Owned,49,Education,2045-01-24,2044-12-24,230993,0,0.14,0.27,False,False,False,False,False
112081,463858,409741,3984.06,745.7,147389,99853,Unemployed,Single,19100,Rented,38,Business,2045-01-25,2044-12-25,136268,0,1.27,0.56,False,False,True,True,True
441847,206847,456643,1628.17,574.17,62226,22550,Self-employed,Married,43070,Rented,54,Business,2045-01-26,2044-12-26,282606,0,0.06,0.61,False,True,True,True,True
490259,326734,444797,1129.71,151.25,19309,52890,Unemployed,Married,50767,Rented,51,Car,2045-01-27,2044-12-27,325442,0,0.06,0.0,False,False,False,True,True
78973,380334,460659,1919.34,543.31,24611,60678,Salaried,Married,64295,Parental,51,Car,2045-01-28,2044-12-28,299460,0,-1.94,0.01,False,True,False,True,True
310561,485520,426584,1402.4,681.85,21779,76392,Salaried,Divorced,61116,Parental,45,Home,2045-01-29,2044-12-29,105431,0,-1.29,0.81,False,True,True,False,False
267184,456873,314675,3206.25,898.91,122597,45887,Unemployed,Divorced,17809,Owned,41,Business,2045-01-30,2044-12-30,124657,0,-0.1,0.01,True,True,True,False,True
369179,458211,167148,1712.94,764.33,134042,45012,Self-employed,Single,79186,Owned,63,Home,2045-01-31,2044-12-31,77414,0,-0.07,0.37,True,False,True,True,True
241351,94017,462292,3273.45,128.88,114848,37301,Salaried,Single,24302,Owned,61,Home,2045-02-01,2045-01-01,16594,0,-0.86,0.12,False,True,True,False,False
249159,366637,371437,1876.83,91.06,132956,97420,Salaried,Married,64901,Parental,34,Business,2045-02-02,2045-01-02,101539,0,1.02,0.53,True,True,True,True,False
401375,498952,259877,709.14,800.0,102822,14591,Salaried,Single,42334,Parental,60,Business,2045-02-03,2045-01-03,208713,0,-1.72,0.81,True,True,False,False,True
215282,75372,170440,3172.68,586.89,13946,3454,Salaried,Divorced,45523,Owned,52,Car,2045-02-04,2045-01-04,261554,0,-0.46,0.8,False,False,False,False,True
239720,367685,99785,4352.46,233.58,142721,68946,Salaried,Single,80968,Owned,40,Car,2045-02-05,2045-01-05,5234,0,0.22,0.21,False,True,False,False,False
361162,196070,171648,3945.68,773.01,134557,9983,Salaried,Married,59197,Owned,27,Home,2045-02-06,2045-01-06,139435,0,-1.23,0.47,True,False,False,True,False
423951,489673,49959,2852.33,350.68,10071,97613,Self-employed,Married,10542,Owned,49,Education,2045-02-07,2045-01-07,110078,0,1.08,0.36,True,True,False,True,False
273626,325862,52092,2824.08,219.6,75394,91061,Salaried,Single,53595,Owned,54,Education,2045-02-08,2045-01-08,153869,0,-0.56,0.45,True,False,False,True,False
326369,197905,208494,3878.62,789.91,138400,12782,Self-employed,Married,38302,Parental,46,Education,2045-02-09,2045-01-09,86994,0,-1.67,0.81,False,True,True,False,True
211693,203380,273918,2189.2,281.73,122264,67320,Unemployed,Divorced,12177,Rented,29,Education,2045-02-10,2045-01-10,397305,0,-0.89,0.58,False,False,False,True,False
164425,133172,94505,4823.84,302.59,32495,48307,Salaried,Single,42788,Owned,26,Home,2045-02-11,2045-01-11,74008,0,1.2,0.17,False,True,False,True,False
103607,214274,190900,1461.9,456.3,39351,44855,Self-employed,Married,91654,Parental,56,Car,2045-02-12,2045-01-12,292055,1,1.39,0.82,False,False,False,False,False
112035,102934,284427,4925.14,762.4,141321,32421,Unemployed,Single,26722,Owned,60,Education,2045-02-13,2045-01-13,292846,1,0.45,0.92,False,False,True,False,True
427402,188721,254951,4577.03,626.72,79432,14326,Self-employed,Divorced,82066,Parental,61,Home,2045-02-14,2045-01-14,389048,0,-0.72,0.25,False,True,True,True,False
117462,182145,418976,2430.33,351.92,51105,45561,Self-employed,Single,80552,Parental,45,Business,2045-02-15,2045-01-15,99120,1,-0.59,0.51,False,True,True,True,False
417026,69091,189757,2601.8,715.31,20693,5350,Self-employed,Divorced,78656,Rented,50,Education,2045-02-16,2045-01-16,264358,0,-0.17,0.1,True,False,True,True,True
191579,219679,479618,4452.72,231.41,62016,98359,Salaried,Married,85133,Rented,39,Business,2045-02-17,2045-01-17,128329,0,-0.47,0.35,True,True,False,True,False
382629,291107,100908,928.85,367.44,91065,25661,Unemployed,Single,79052,Rented,26,Car,2045-02-18,2045-01-18,320843,0,-0.51,0.43,False,False,True,False,True
257460,456100,146544,2885.61,549.09,96466,17933,Self-employed,Divorced,88962,Parental,30,Business,2045-02-19,2045-01-19,34931,1,-1.11,0.81,False,True,True,False,False
147043,403743,471505,2721.09,571.33,21600,4499,Salaried,Married,79418,Parental,64,Home,2045-02-20,2045-01-20,26585,0,-1.06,0.78,False,False,False,False,False
69343,202212,138893,580.69,528.72,43823,95118,Self-employed,Single,95348,Owned,48,Business,2045-02-21,2045-01-21,205235,0,0.39,0.34,False,False,True,False,False
108914,364915,242488,951.06,239.66,102604,35897,Self-employed,Divorced,75231,Rented,32,Business,2045-02-22,2045-01-22,225628,0,-1.18,0.47,True,False,False,False,False
83101,278134,354952,2444.77,237.59,50306,87006,Self-employed,Single,84905,Parental,37,Business,2045-02-23,2045-01-23,359828,1,0.05,0.31,True,False,True,True,True
246964,350314,46397,1464.21,761.9,29404,43018,Unemployed,Divorced,81143,Owned,38,Car,2045-02-24,2045-01-24,269731,0,-1.32,0.1,True,True,True,False,True
147020,331913,252614,4624.85,187.14,125061,39178,Salaried,Married,96627,Owned,53,Home,2045-02-25,2045-01-25,289953,0,-1.26,0.57,False,False,False,False,True
494021,316331,474319,2610.64,229.07,57525,81819,Self-employed,Divorced,18927,Rented,29,Business,2045-02-26,2045-01-26,82979,0,-0.71,0.23,True,True,False,False,True
279271,153366,312101,988.08,732.01,133122,78614,Salaried,Single,98981,Parental,31,Business,2045-02-27,2045-01-27,60880,0,1.17,0.41,False,False,False,False,True
302904,325796,145744,4004.1,411.88,75370,82286,Unemployed,Married,48044,Rented,33,Home,2045-02-28,2045-01-28,236544,0,-0.12,0.11,True,True,True,False,True
149949,356735,157075,3292.0,645.58,13403,22667,Self-employed,Single,90041,Owned,28,Business,2045-03-01,2045-01-29,46616,1,-2.33,0.57,True,False,True,False,True
219687,323672,146242,987.12,718.99,40993,81500,Self-employed,Single,81950,Parental,62,Education,2045-03-02,2045-01-30,332357,0,-0.83,0.81,True,True,False,False,False
329820,271289,354912,1869.16,386.21,51129,67806,Unemployed,Divorced,27279,Rented,37,Home,2045-03-03,2045-01-31,319290,0,1.39,0.92,False,False,False,False,True
253134,133752,354175,2977.52,533.67,90868,39396,Unemployed,Single,56537,Owned,21,Education,2045-03-04,2045-02-01,18258,0,0.44,0.93,False,False,True,True,True
352205,464612,353626,2328.69,522.18,64468,79617,Self-employed,Single,77188,Owned,53,Car,2045-03-05,2045-02-02,354217,0,-1.73,0.43,False,False,True,False,False
184029,181966,412540,2708.85,627.53,80571,7671,Salaried,Single,35949,Rented,49,Education,2045-03-06,2045-02-03,288552,0,-0.64,0.5,False,False,False,True,False
310292,268987,131242,690.92,411.66,22780,8995,Unemployed,Married,97602,Owned,28,Car,2045-03-07,2045-02-04,362926,0,-0.54,0.33,True,False,False,True,True
145367,216134,125480,1350.78,642.72,104166,31547,Salaried,Single,55080,Owned,30,Home,2045-03-08,2045-02-05,186358,0,-0.52,0.98,False,False,False,False,True
448800,123517,382251,3181.43,162.36,122082,23725,Unemployed,Divorced,37244,Parental,39,Home,2045-03-09,2045-02-06,265442,0,-0.99,0.42,False,False,True,False,True
344841,451813,261888,4369.15,537.92,66659,81317,Self-employed,Divorced,99514,Owned,32,Home,2045-03-10,2045-02-07,275763,1,-1.27,0.38,True,True,False,True,True
451939,474676,95837,1014.85,226.09,118378,35681,Salaried,Single,99204,Rented,22,Car,2045-03-11,2045-02-08,93289,1,-0.15,0.19,True,True,True,True,True
80340,160403,184685,870.11,721.78,47933,11436,Salaried,Divorced,85673,Owned,57,Car,2045-03-12,2045-02-09,100383,0,1.04,0.39,True,False,True,True,False
182322,193077,213631,2666.81,635.31,118405,32212,Self-employed,Married,27707,Rented,48,Car,2045-03-13,2045-02-10,115855,0,-0.13,0.79,False,False,True,True,False
405577,439325,443400,4793.47,730.31,62758,18081,Unemployed,Married,66339,Rented,49,Home,2045-03-14,2045-02-11,204298,0,-0.88,0.26,True,True,False,False,True
126872,498429,114714,1494.94,234.54,79412,88133,Unemployed,Divorced,37247,Rented,64,Business,2045-03-15,2045-02-12,34507,0,-0.15,1.0,True,False,True,False,True
119868,197557,220973,2752.78,112.75,124490,64844,Self-employed,Divorced,25019,Owned,57,Car,2045-03-16,2045-02-13,346503,0,1.18,0.69,True,True,True,False,False
84973,391912,123072,2850.96,575.48,57172,39751,Salaried,Divorced,84336,Parental,58,Car,2045-03-17,2045-02-14,52657,0,-0.0,0.71,False,False,False,True,True
167133,495395,51528,4592.95,844.7,83581,93359,Salaried,Married,66790,Parental,21,Home,2045-03-18,2045-02-15,345577,0,0.3,0.1,False,False,True,True,True
142234,281059,93334,1727.95,102.3,138758,50986,Unemployed,Single,73332,Rented,25,Home,2045-03-19,2045-02-16,226223,0,-0.46,0.98,True,True,True,False,False
331219,415822,216976,2021.82,802.73,15494,10551,Salaried,Single,16245,Owned,60,Business,2045-03-20,2045-02-17,41910,0,-0.8,0.5,False,True,True,True,False
339863,149016,416314,4056.14,428.45,44165,5086,Unemployed,Divorced,26353,Rented,31,Car,2045-03-21,2045-02-18,206236,0,0.49,0.78,True,True,True,True,False
147168,309618,87506,4943.25,730.73,91010,82281,Unemployed,Divorced,41827,Parental,59,Car,2045-03-22,2045-02-19,326959,0,0.71,0.76,True,True,False,False,False
103407,253152,435100,1998.76,728.24,124968,29909,Unemployed,Married,17545,Owned,63,Business,2045-03-23,2045-02-20,372725,0,0.97,0.59,False,False,False,False,False
305149,362606,236910,2200.84,236.96,88951,32111,Unemployed,Married,39389,Parental,34,Home,2045-03-24,2045-02-21,290785,1,0.7,0.52,False,False,True,False,False
328375,435487,473849,1760.65,299.26,43693,39541,Unemployed,Married,53778,Parental,38,Car,2045-03-25,2045-02-22,270625,0,1.31,0.34,False,True,False,True,False
342256,450461,353624,1953.33,562.89,40184,3276,Unemployed,Divorced,45669,Parental,39,Education,2045-03-26,2045-02-23,345259,1,-0.58,0.52,True,True,True,False,False
436058,376728,470588,3392.13,559.97,91547,40036,Self-employed,Divorced,62977,Parental,39,Education,2045-03-27,2045-02-24,220732,0,0.27,0.64,True,True,False,False,True
270744,202423,88310,958.21,174.8,55800,76830,Salaried,Married,30748,Owned,52,Education,2045-03-28,2045-02-25,343995,0,1.84,0.35,False,False,True,True,True
310241,403032,408840,2051.8,579.53,32364,26461,Unemployed,Single,92269,Rented,48,Business,2045-03-29,2045-02-26,91708,0,0.32,0.23,True,False,True,True,True
95017,67647,122151,3003.03,666.71,12895,15607,Salaried,Married,17845,Rented,28,Education,2045-03-30,2045-02-27,79030,0,0.05,0.31,True,False,True,True,False
327248,430471,256912,647.33,437.33,130722,73350,Salaried,Married,49631,Owned,53,Business,2045-03-31,2045-02-28,76645,0,0.89,0.11,False,False,False,True,True
425874,396217,297780,4596.31,400.23,21393,39003,Salaried,Single,50964,Rented,26,Car,2045-04-01,2045-03-01,117011,0,0.93,0.9,False,False,True,False,False
201354,469875,340927,564.54,445.62,27259,26790,Unemployed,Divorced,18876,Parental,50,Education,2045-04-02,2045-03-02,15053,0,0.22,0.21,False,False,False,False,False
325718,160926,78135,4964.95,899.27,59178,15684,Unemployed,Divorced,33661,Parental,48,Car,2045-04-03,2045-03-03,159735,1,0.21,0.31,False,True,False,False,True
375510,449380,165142,3740.73,462.93,131517,83809,Self-employed,Divorced,63506,Owned,52,Business,2045-04-04,2045-03-04,325271,1,1.9,0.9,False,True,False,False,True
155624,161172,305026,2038.37,500.41,68405,68930,Unemployed,Divorced,27019,Owned,57,Business,2045-04-05,2045-03-05,389358,0,-1.27,0.73,True,True,True,True,False
